,anchor,positive,negative
9037,2295,1170,6718
9038,2296,6724,3813
9039,2297,1883,4064
9040,2298,556,2762
9041,2299,1678,2208
9042,2300,1170,5375
9043,2301,131,4768
9044,2302,3577,6035
9045,2303,4528,758
9046,2304,702,2278
9047,2305,3229,653
9048,2306,4783,1328
9049,2307,2750,5132
9050,2308,5757,3774
9051,2309,5246,4786
9052,2310,6636,2730
9053,2311,484,3166
9054,2312,6605,2801
9055,2313,2614,6575
9056,2314,5556,3321
9057,2315,2946,1503
9058,2316,1121,4313
9059,2317,491,1331
9060,2318,1303,1001
9061,2319,692,3674
9062,2320,2678,5146
9063,2321,741,158
9064,2322,2689,4351
9065,2323,5259,251
9066,2324,4092,6146
9067,2325,3765,2624
9068,2326,2748,1571
9069,2327,5720,2212
9070,2328,6507,261
9071,2329,5403,5201
9072,2330,4593,6517
9073,2331,1018,2910
9074,2332,1862,4755
9075,2333,1214,772
9076,2334,849,4236
9077,2335,2170,6547
9078,2336,576,1398
9079,2337,3789,185
9080,2338,799,2000
9081,2339,1434,2715
9082,2340,4339,4492
9083,2341,3093,1232
9084,2342,2679,6248
9085,2343,674,3460
9086,2344,5799,6652
9087,2345,2359,5638
9088,2346,386,1004
9089,2347,6448,3466
9090,2348,774,5418
9091,2349,1554,2319
9092,2350,2203,76
9093,2351,4402,1274
9094,2352,5511,5538
9095,2353,4965,6731
9096,2354,3464,1266
9097,2355,804,2954
9098,2356,2238,5615
9099,2357,1334,6226
9100,2358,3497,6128
9101,2359,4576,3672
9102,2360,5443,2058
9103,2361,4818,4296
9104,2362,6356,5160
9105,2363,4161,4191
9106,2364,5284,4066
9107,2365,3583,93
9108,2366,1885,821
9109,2367,5480,5431
9110,2368,5971,2386
9111,2369,2573,2818
9112,2370,3604,2582
9113,2371,442,428
9114,2372,4994,1425
9115,2373,5413,1745
9116,2374,1139,4267
9117,2375,924,3848
9118,2376,6619,1913
9119,2377,2584,4195
9120,2378,824,1839
9121,2379,4015,754
9122,2380,2384,5105
9123,2381,5714,39
9124,2382,3928,296
9125,2383,1422,375
9126,2384,5038,5659
9127,2385,2760,5587
9128,2386,4300,5083
9129,2387,6650,2351
9130,2388,1557,1487
9131,2389,2849,3268
9132,2390,3590,2739
9133,2391,2494,1014
9134,2392,5930,1716
9135,2393,2406,2688
9136,2394,4165,6541
9137,2395,1257,1734
9138,2396,6280,1574
9139,2397,4160,1784
9140,2398,4998,5466
9141,2399,3637,2302
9142,2400,3122,3084
9143,2401,1088,998
9144,2402,2084,6619
9145,2403,1403,1447
9146,2404,2758,3797
9147,2405,852,2440
9148,2406,4050,3496
9149,2407,2646,5720
9150,2408,6432,120
9151,2409,3424,634
9152,2410,1686,4736
9153,2411,3619,6522
9154,2412,3227,4696
9155,2413,1940,5491
9156,2414,316,2450
9157,2415,1029,5629
9158,2416,4917,3412
9159,2417,1649,2775
9160,2418,4093,4263
9161,2419,4194,5234
9162,2420,4842,1321
9163,2421,2076,5300
9164,2422,3175,5782
9165,2423,451,5653
9166,2424,1027,1485
9167,2425,2918,6067
9168,2426,1247,335
9169,2427,1389,3338
9170,2428,826,2351
9171,2429,3000,1023
9172,2430,927,5288
9173,2431,2090,2722
9174,2432,1178,6358
9175,2433,4817,6535
9176,2434,4446,2237
9177,2435,1150,4846
9178,2436,5505,2741
9179,2437,640,2570
9180,2438,551,2797
9181,2439,4348,1528
9182,2440,6127,4061
9183,2441,4563,482
9184,2442,3568,4197
9185,2443,76,2170
9186,2444,4965,5355
9187,2445,3738,6347
9188,2446,6388,3062
9189,2447,5606,3629
9190,2448,3545,451
9191,2449,5659,99
9192,2450,6511,2580
9193,2451,5121,6397
9194,2452,4054,3869
9195,2453,5946,6030
9196,2454,5773,1597
9197,2455,6692,6267
9198,2456,6256,4154
9199,2457,1395,5694
9200,2458,1355,5824
9201,2459,1634,2158
9202,2460,6317,6480
9203,2461,6086,486
9204,2462,907,631
9205,2463,5581,5169
9206,2464,6174,188
9207,2465,4903,3689
9208,2466,4014,4703
9209,2467,5758,330
9210,2468,6603,5965
9211,2469,3794,6341
9212,2470,1333,1919
9213,2471,3218,5303
9214,2472,5617,6724
9215,2473,1975,5995
9216,2474,166,5378
9217,2475,194,5444
9218,2476,6682,1078
9219,2477,2340,5855
9220,2478,1586,452
9221,2479,2761,122
9222,2480,6431,6143
9223,2481,1206,2674
9224,2482,6025,4449
9225,2483,5518,1698
9226,2484,333,6715
9227,2485,3930,4108
9228,2486,5360,3591
9229,2487,6409,4999
9230,2488,4364,4861
9231,2489,585,5106
9232,2490,6389,1437
9233,2491,3847,6468
9234,2492,495,3837
9235,2493,3027,1241
9236,2494,1630,3108
9237,2495,1816,1503
9238,2496,6433,1779
9239,2497,3249,4861
9240,2498,262,2257
9241,2499,940,5117
9242,2500,2016,4896
9243,2501,2492,2518
9244,2502,1731,540
9245,2503,4274,2422
9246,2504,2074,270
9247,2505,2327,5734
9248,2506,5728,2084
9249,2507,2104,3412
9250,2508,3748,6059
9251,2509,3999,4538
9252,2510,3876,902
9253,2511,2746,1515
9254,2512,1169,1007
9255,2513,3794,1275
9256,2514,3189,5910
9257,2515,497,3775
9258,2516,3714,5813
9259,2517,3105,3891
9260,2518,2329,3146
9261,2519,2515,6650
9262,2520,1788,6337
9263,2521,6523,853
9264,2522,2748,5618
9265,2523,5180,6704
9266,2524,5535,1595
9267,2525,4413,1986
9268,2526,539,2695
9269,2527,724,3672
9270,2528,3962,2624
9271,2529,2415,208
9272,2530,5328,1235
9273,2531,2090,2296
9274,2532,2898,5285
9275,2533,3731,5145
9276,2534,3732,4469
9277,2535,4759,4611
9278,2536,4256,1278
9279,2537,595,2004
9280,2538,3383,2214
9281,2539,3585,4452
9282,2540,5808,2260
9283,2541,6573,5697
9284,2542,6423,5597
9285,2543,5245,884
9286,2544,3254,6256
9287,2545,3692,4098
9288,2546,1195,558
9289,2547,305,4220
9290,2548,4519,498
9291,2549,3186,2743
9292,2550,1638,1930
9293,2551,2347,2508
9294,2552,6725,1708
9295,2553,6365,1046
9296,2554,5911,889
9297,2555,3120,5742
9298,2556,2986,2835
9299,2557,4522,6593
9300,2558,1026,4824
9301,2559,3073,5675
9302,2560,4861,4060
9303,2561,4684,3317
9304,2562,5943,2402
9305,2563,5377,2063
9306,2564,4744,5643
9307,2565,3848,3370
9308,2566,5724,3031
9309,2567,6026,897
9310,2568,1389,6038
9311,2569,3096,1874
9312,2570,1380,541
9313,2571,2458,208
9314,2572,2803,207
9315,2573,1955,618
9316,2574,3769,3675
9317,2575,4413,2626
9318,2576,4401,4125
9319,2577,6603,2390
9320,2578,6417,1366
9321,2579,2602,2128
9322,2580,474,193
9323,2581,5586,1469
9324,2582,4757,5543
9325,2583,6212,1650
9326,2584,6650,3729
9327,2585,140,618
9328,2586,4547,628
9329,2587,1100,528
9330,2588,528,890
9331,2589,6607,6227
9332,2590,4123,704
9333,2591,3985,3179
9334,2592,3000,3381
9335,2593,5643,1759
9336,2594,5986,1397
9337,2595,4260,5994
9338,2596,6685,5367
9339,2597,4851,4105
9340,2598,6378,632
9341,2599,4842,4329
9342,2600,1705,5774
9343,2601,2629,6287
9344,2602,2327,4859
9345,2603,5497,3987
9346,2604,3033,3581
9347,2605,1675,2994
9348,2606,2348,345
9349,2607,3544,201
9350,2608,6006,5462
9351,2609,3736,6098
9352,2610,6122,4581
9353,2611,603,2925
9354,2612,2191,4669
9355,2613,5698,6582
9356,2614,4093,5495
9357,2615,3197,3025
9358,2616,4517,3587
9359,2617,2935,4601
9360,2618,4319,4207
9361,2619,4982,4645
9362,2620,2625,4184
9363,2621,3785,6591
9364,2622,6400,5585
9365,2623,4813,1714
9366,2624,5784,3834
9367,2625,2951,6731
9368,2626,6368,4839
9369,2627,380,3253
9370,2628,5069,5525
9371,2629,1141,313
9372,2630,6202,591
9373,2631,6046,997
9374,2632,3118,688
9375,2633,690,3297
9376,2634,3819,4183
9377,2635,1067,394
9378,2636,3137,461
9379,2637,1115,3761
9380,2638,2594,3909
9381,2639,386,5281
9382,2640,2347,6250
9383,2641,6153,2263
9384,2642,6644,3221
9385,2643,2785,5676
9386,2644,989,2997
9387,2645,368,4980
9388,2646,3095,5291
9389,2647,1128,6268
9390,2648,3645,6572
9391,2649,3073,1577
9392,2650,656,3787
9393,2651,886,5247
9394,2652,5803,2597
9395,2653,5793,4268
9396,2654,2416,3968
9397,2655,1115,425
9398,2656,1734,5027
9399,2657,2984,5499
9400,2658,2890,5038
9401,2659,2369,2984
9402,2660,3191,5450
9403,2661,5429,3382
9404,2662,3410,3477
9405,2663,5505,3113
9406,2664,5077,2925
9407,2665,2157,126
9408,2666,2459,2084
9409,2667,3617,2165
9410,2668,4940,2833
9411,2669,5670,834
9412,2670,4687,5068
9413,2671,928,2077
9414,2672,2736,3579
9415,2673,2306,127
9416,2674,5387,1530
9417,2675,5891,1963
9418,2676,3378,4270
9419,2677,4655,1692
9420,2678,2773,5645
9421,2679,3504,4063
9422,2680,5361,4041
9423,2681,6651,2563
9424,2682,5244,1004
9425,2683,5823,4370
9426,2684,3722,3631
9427,2685,261,636
9428,2686,6420,5800
9429,2687,4001,629
9430,2688,4643,147
9431,2689,3931,4260
9432,2690,5001,1317
9433,2691,6681,1190
9434,2692,2548,6129
9435,2693,2116,4203
9436,2694,6658,3946
9437,2695,6261,4125
9438,2696,2770,5491
9439,2697,2825,5366
9440,2698,2805,4269
9441,2699,4670,6380
9442,2700,2691,6379
9443,2701,6522,1998
9444,2702,6651,2272
9445,2703,2228,1529
9446,2704,71,3681
9447,2705,430,2642
9448,2706,2416,3451
9449,2707,1029,4263
9450,2708,2159,6475
9451,2709,2406,4721
9452,2710,3053,2887
9453,2711,332,3616
9454,2712,5803,4720
9455,2713,1752,1664
9456,2714,5572,1547
9457,2715,5770,822
9458,2716,6587,2934
9459,2717,3719,3786
9460,2718,3584,3328
9461,2719,2806,157
9462,2720,5508,6427
9463,2721,5075,5199
9464,2722,1948,6463
9465,2723,2650,2538
9466,2724,580,6080
9467,2725,3007,2942
9468,2726,1524,4354
9469,2727,4433,1131
9470,2728,4343,6150
9471,2729,4668,5385
9472,2730,5693,121
9473,2731,1412,5975
9474,2732,4676,3906
9475,2733,3611,4312
9476,2734,4245,4268
9477,2735,6496,1147
9478,2736,6228,3675
9479,2737,3007,4756
9480,2738,5913,2912
9481,2739,5084,5519
9482,2740,937,555
9483,2741,5850,5301
9484,2742,2265,2800
9485,2743,1187,3685
9486,2744,1297,1388
9487,2745,4908,4934
9488,2746,3856,5005
9489,2747,3934,5882
9490,2748,707,4493
9491,2749,3578,2638
9492,2750,3614,2715
9493,2751,241,1824
9494,2752,3642,524
9495,2753,2452,4607
9496,2754,4405,681
9497,2755,3069,2073
9498,2756,6639,2771
9499,2757,1865,4207
9500,2758,5539,6049
9501,2759,3925,3134
9502,2760,1125,4700
9503,2761,1812,3561
9504,2762,4103,4243
9505,2763,2864,5883
9506,2764,3283,1450
9507,2765,4388,141
9508,2766,843,1705
9509,2767,5765,3294
9510,2768,2538,4183
9511,2769,632,2108
9512,2770,1161,5903
9513,2771,1109,639
9514,2772,750,185
9515,2773,4389,3317
9516,2774,5705,5474
9517,2775,111,6735
9518,2776,5241,4282
9519,2777,4491,6148
9520,2778,6230,2443
9521,2779,602,2382
9522,2780,4172,1008
9523,2781,699,3118
9524,2782,894,2611
9525,2783,6155,6410
9526,2784,2892,62
9527,2785,4835,1066
9528,2786,2567,5169
9529,2787,4865,6186
9530,2788,3344,4393
9531,2789,3493,1192
9532,2790,5414,367
9533,2791,1217,5650
9534,2792,3869,1417
9535,2793,5055,695
9536,2794,3249,6600
9537,2795,1731,1824
9538,2796,3867,5459
9539,2797,1337,1577
9540,2798,6030,5913
9541,2799,779,1836
9542,2800,1451,1347
9543,2801,6657,1654
9544,2802,2951,3393
9545,2803,2531,1185
9546,2804,1169,663
9547,2805,2378,243
9548,2806,1414,5990
9549,2807,6348,5145
9550,2808,2735,2366
9551,2809,6474,4703
9552,2810,1122,570
9553,2811,678,3094
9554,2812,2935,3000
9555,2813,4584,3334
9556,2814,1145,2344
9557,2815,4607,6715
9558,2816,445,3632
9559,2817,2254,1666
9560,2818,3754,2
9561,2819,541,3159
9562,2820,1196,3464
9563,2821,6505,1319
9564,2822,6314,2846
9565,2823,5561,2274
9566,2824,1701,4423
9567,2825,4168,2017
9568,2826,4432,6632
9569,2827,1262,5578
9570,2828,4190,6166
9571,2829,3113,5858
9572,2830,638,1993
9573,2831,3785,6068
9574,2832,2324,1966
9575,2833,4346,6115
9576,2834,6677,6265
9577,2835,5932,3965
9578,2836,5925,4162
9579,2837,5804,5
9580,2838,4051,1673
9581,2839,3418,3027
9582,2840,6017,3698
9583,2841,3296,1052
9584,2842,887,2281
9585,2843,2117,6614
9586,2844,3264,394
9587,2845,4411,4706
9588,2846,1767,31
9589,2847,3882,2381
9590,2848,2681,2803
9591,2849,761,1189
9592,2850,102,5357
9593,2851,3377,4678
9594,2852,345,6101
9595,2853,420,4646
9596,2854,662,1588
9597,2855,4643,4635
9598,2856,3835,1928
9599,2857,6161,1440
9600,2858,6316,4552
9601,2859,3855,321
9602,2860,4792,3354
9603,2861,5398,1728
9604,2862,6089,661
9605,2863,3946,2497
9606,2864,2980,6615
9607,2865,2876,848
9608,2866,315,1383
9609,2867,4862,5970
9610,2868,360,4736
9611,2869,3087,1712
9612,2870,6692,6544
9613,2871,1876,2399
9614,2872,125,4034
9615,2873,5390,447
9616,2874,2928,3485
9617,2875,4174,4182
9618,2876,5023,2582
9619,2877,3849,2331
9620,2878,1461,5670
9621,2879,1234,5557
9622,2880,4391,1753
9623,2881,1929,461
9624,2882,146,3738
9625,2883,4555,4189
9626,2884,5812,2559
9627,2885,3860,2469
9628,2886,1772,2934
9629,2887,5640,5608
9630,2888,5728,2166
9631,2889,6522,4998
9632,2890,3647,5156
9633,2891,977,1374
9634,2892,4967,6478
9635,2893,2876,5018
9636,2894,3194,6216
9637,2895,4664,1916
9638,2896,5921,3907
9639,2897,4869,2247
9640,2898,4378,1142
9641,2899,6333,4870
9642,2900,5982,4621
9643,2901,4466,6558
9644,2902,4846,797
9645,2903,579,1362
9646,2904,6043,3000
9647,2905,769,5807
9648,2906,5827,6727
9649,2907,2977,481
9650,2908,136,681
9651,2909,1940,5160
9652,2910,3739,675
9653,2911,3644,5746
9654,2912,2579,3242
9655,2913,6077,5063
9656,2914,3380,6370
9657,2915,4451,9
9658,2916,2080,472
9659,2917,5925,2168
9660,2918,2079,5040
9661,2919,2135,2358
9662,2920,2004,3376
9663,2921,4359,3565
9664,2922,2895,5014
9665,2923,3110,1286
9666,2924,5966,61
9667,2925,622,5125
9668,2926,47,4422
9669,2927,5567,164
9670,2928,4669,4721
9671,2929,5938,1769
9672,2930,5775,5268
9673,2931,5404,4369
9674,2932,2617,393
9675,2933,3891,2010
9676,2934,1657,5845
9677,2935,3287,4971
9678,2936,3210,3681
9679,2937,4450,4186
9680,2938,4796,1007
9681,2939,4937,2426
9682,2940,3645,6397
9683,2941,6500,1248
9684,2942,3913,3796
9685,2943,1759,1164
9686,2944,1955,996
9687,2945,1922,770
9688,2946,2075,1415
9689,2947,4976,3352
9690,2948,2808,3229
9691,2949,3786,4741
9692,2950,4758,4306
9693,2951,4307,3620
9694,2952,5664,1235
9695,2953,6282,2286
9696,2954,4065,4189
9697,2955,5065,240
9698,2956,3953,1597
9699,2957,832,91
9700,2958,1022,1547
9701,2959,3173,3806
9702,2960,3417,1373
9703,2961,899,5225
9704,2962,3834,2633
9705,2963,3914,5145
9706,2964,3988,4933
9707,2965,4114,5224
9708,2966,6510,875
9709,2967,4094,1603
9710,2968,5005,5568
9711,2969,381,2401
9712,2970,2617,787
9713,2971,3020,3503
9714,2972,5381,6306
9715,2973,1576,5648
9716,2974,3526,1328
9717,2975,6216,3629
9718,2976,3903,3751
9719,2977,759,2490
9720,2978,442,2616
9721,2979,498,5626
9722,2980,4841,6485
9723,2981,5144,1725
9724,2982,3897,4939
9725,2983,5714,3674
9726,2984,4126,1018
9727,2985,1174,1104
9728,2986,5939,5816
9729,2987,4458,4805
9730,2988,3902,514
9731,2989,5165,2600
9732,2990,1542,1125
9733,2991,40,1842
9734,2992,3692,839
9735,2993,4038,2559
9736,2994,5082,1667
9737,2995,1443,4798
9738,2996,4411,3415
9739,2997,3284,4696
9740,2998,5374,653
9741,2999,5558,5819
9742,3000,1835,3926
9743,3001,3955,384
9744,3002,3895,5578
9745,3003,3936,415
9746,3004,3277,2482
9747,3005,3220,3426
9748,3006,5589,2660
9749,3007,569,3533
9750,3008,982,343
9751,3009,6656,1339
9752,3010,2231,2607
9753,3011,4682,1474
9754,3012,5712,5054
9755,3013,2458,1709
9756,3014,3052,5766
9757,3015,5383,3478
9758,3016,260,5476
9759,3017,4301,976
9760,3018,3818,5245
9761,3019,2088,5488
9762,3020,610,1028
9763,3021,252,1789
9764,3022,2290,1009
9765,3023,4611,6512
9766,3024,3493,4829
9767,3025,41,5580
9768,3026,4068,4254
9769,3027,5763,5545
9770,3028,5130,2222
9771,3029,6419,3986
9772,3030,3603,2642
9773,3031,4877,4741
9774,3032,2331,4041
9775,3033,6436,3711
9776,3034,4161,1134
9777,3035,214,1499
9778,3036,5846,446
9779,3037,4529,4557
9780,3038,6581,1595
9781,3039,2475,6019
9782,3040,2215,5402
9783,3041,691,624
9784,3042,4731,1422
9785,3043,5515,6385
9786,3044,6252,6641
9787,3045,3227,4545
9788,3046,3974,6386
9789,3047,992,4472
9790,3048,5161,2077
9791,3049,4849,5043
9792,3050,6657,446
9793,3051,1200,1586
9794,3052,4409,2429
9795,3053,1861,2703
9796,3054,1356,3737
9797,3055,3548,8
9798,3056,2393,1077
9799,3057,1391,5060
9800,3058,1975,4500
9801,3059,5511,3019
9802,3060,5084,5118
9803,3061,2964,5389
9804,3062,3118,2984
9805,3063,1185,59
9806,3064,2078,1069
9807,3065,2613,5272
9808,3066,1903,3852
9809,3067,6602,1681
9810,3068,4908,3989
9811,3069,4404,1264
9812,3070,1323,346
9813,3071,878,5025
9814,3072,1511,6323
9815,3073,3664,1013
9816,3074,585,2413
9817,3075,3040,2783
9818,3076,3164,5793
9819,3077,5003,2615
9820,3078,864,1505
9821,3079,2134,4403
9822,3080,1114,4901
9823,3081,3931,870
9824,3082,3266,5580
9825,3083,1886,1718
9826,3084,5047,764
9827,3085,5164,4961
9828,3086,2034,1339
9829,3087,1865,1937
9830,3088,1090,996
9831,3089,101,36
9832,3090,4908,1595
9833,3091,2429,3891
9834,3092,3129,2033
9835,3093,1910,4874
9836,3094,1318,4697
9837,3095,1439,5625
9838,3096,2821,3350
9839,3097,403,6269
9840,3098,588,992
9841,3099,6407,5577
9842,3100,4517,1666
9843,3101,217,5926
9844,3102,3378,437
9845,3103,1597,3313
9846,3104,2934,4686
9847,3105,2497,923
9848,3106,2225,3509
9849,3107,966,135
9850,3108,6702,5910
9851,3109,1138,3609
9852,3110,5020,601
9853,3111,5294,4783
9854,3112,4264,4756
9855,3113,4097,487
9856,3114,6667,1557
9857,3115,5777,3299
9858,3116,4232,5178
9859,3117,6560,2000
9860,3118,1354,590
9861,3119,204,1288
9862,3120,1981,6632
9863,3121,3486,1264
9864,3122,4269,1797
9865,3123,3466,1131
9866,3124,2099,3557
9867,3125,5329,5737
9868,3126,3861,5116
9869,3127,2165,726
9870,3128,3379,5680
9871,3129,2417,4352
9872,3130,4735,1704
9873,3131,4743,1061
9874,3132,5513,874
9875,3133,6189,6186
9876,3134,1459,5397
9877,3135,4664,2776
9878,3136,5844,6255
9879,3137,4026,3661
9880,3138,1827,4456
9881,3139,4900,56
9882,3140,5798,1177
9883,3141,2740,6569
9884,3142,1511,741
9885,3143,2163,1993
9886,3144,165,5344
9887,3145,4968,2094
9888,3146,3920,983
9889,3147,5852,6535
9890,3148,5872,449
9891,3149,2705,1656
9892,3150,4592,3562
9893,3151,3516,383
9894,3152,6092,2344
9895,3153,1583,3134
9896,3154,5210,2475
9897,3155,4411,1178
9898,3156,6327,5108
9899,3157,1706,470
9900,3158,216,1493
9901,3159,2339,1338
9902,3160,6334,3753
9903,3161,6691,3086
9904,3162,6117,577
9905,3163,4326,906
9906,3164,6714,251
9907,3165,3227,4872
9908,3166,3262,6342
9909,3167,3515,4770
9910,3168,4441,3773
9911,3169,1034,5258
9912,3170,319,4832
9913,3171,1084,3857
9914,3172,4050,853
9915,3173,5306,285
9916,3174,2601,5757
9917,3175,6484,1347
9918,3176,799,3644
9919,3177,1440,3358
9920,3178,3039,2059
9921,3179,106,2520
9922,3180,4748,2012
9923,3181,2724,5871
9924,3182,1801,2858
9925,3183,2680,5851
9926,3184,2761,5343
9927,3185,55,1066
9928,3186,6022,1225
9929,3187,3985,2735
9930,3188,2456,3510
9931,3189,3905,364
9932,3190,3960,4961
9933,3191,4724,4048
9934,3192,1022,5614
9935,3193,1003,5546
9936,3194,370,1572
9937,3195,4965,4119
9938,3196,3881,5529
9939,3197,1651,5737
9940,3198,4451,5055
9941,3199,6126,2529
9942,3200,1971,478
9943,3201,3663,5384
9944,3202,2401,66
9945,3203,1063,3656
9946,3204,2651,157
9947,3205,2739,2171
9948,3206,5400,1025
9949,3207,1919,4129
9950,3208,6279,5153
9951,3209,2213,3109
9952,3210,1880,340
9953,3211,4300,508
9954,3212,765,5734
9955,3213,6687,902
9956,3214,2377,3483
9957,3215,5319,2489
9958,3216,5711,5961
9959,3217,1183,3372
9960,3218,6127,6548
9961,3219,2638,1805
9962,3220,608,3801
9963,3221,1434,3122
9964,3222,6453,5903
9965,3223,4171,2383
9966,3224,3375,2272
9967,3225,175,2281
9968,3226,2018,6695
9969,3227,2712,1586
9970,3228,5077,4759
9971,3229,830,2193
9972,3230,6039,2522
9973,3231,3423,4409
9974,3232,1380,3109
9975,3233,2143,2617
9976,3234,2767,5165
9977,3235,3283,4659
9978,3236,6287,423
9979,3237,2672,2298
9980,3238,4988,1514
9981,3239,601,1524
9982,3240,1598,5192
9983,3241,5471,2083
9984,3242,1830,2551
9985,3243,4081,3461
9986,3244,2197,5308
9987,3245,3070,4705
9988,3246,1792,2558
9989,3247,6235,2108
9990,3248,2217,337
9991,3249,2199,5661
9992,3250,4818,3857
9993,3251,5429,3146
9994,3252,2428,2969
9995,3253,3457,1552
9996,3254,6701,5426
9997,3255,5403,451
9998,3256,1700,3326
9999,3257,4105,1140
10000,3258,6594,541
10001,3259,5688,1788
10002,3260,4545,2700
10003,3261,5943,3766
10004,3262,762,1512
10005,3263,1773,5455
10006,3264,5382,897
10007,3265,4810,387
10008,3266,444,5267
10009,3267,1293,2890
10010,3268,6619,5828
10011,3269,3307,3952
10012,3270,1146,5794
10013,3271,6396,2113
10014,3272,5676,547
10015,3273,2740,200
10016,3274,6240,609
10017,3275,5511,558
10018,3276,6665,5846
10019,3277,90,5069
10020,3278,1457,4956
10021,3279,4827,3721
10022,3280,3078,1214
10023,3281,2608,5895
10024,3282,5186,2085
10025,3283,1072,6278
10026,3284,3497,1061
10027,3285,1672,2952
10028,3286,3086,2204
10029,3287,156,3203
10030,3288,158,1567
10031,3289,3738,4058
10032,3290,720,6512
10033,3291,178,929
10034,3292,3263,687
10035,3293,6499,3011
10036,3294,5858,4746
10037,3295,4700,2630
10038,3296,498,2412
10039,3297,641,872
10040,3298,4540,3710
10041,3299,813,553
10042,3300,6437,756
10043,3301,3259,3205
10044,3302,5009,4880
10045,3303,4590,2695
10046,3304,2459,5183
10047,3305,3953,4486
10048,3306,2818,519
10049,3307,4294,4797
10050,3308,1934,3416
10051,3309,1223,1839
10052,3310,6482,3645
10053,3311,3477,2911
10054,3312,2124,5879
10055,3313,136,4241
10056,3314,4800,2965
10057,3315,4482,1625
10058,3316,4127,5462
10059,3317,3903,2609
10060,3318,2573,1568
10061,3319,3094,2928
10062,3320,4799,2445
10063,3321,441,3899
10064,3322,1575,309
10065,3323,3001,2837
10066,3324,6005,3379
10067,3325,1194,4882
10068,3326,2720,4582
10069,3327,3308,5759
10070,3328,740,1103
10071,3329,4087,4384
10072,3330,2399,2608
10073,3331,929,5063
10074,3332,2644,368
10075,3333,6289,5993
10076,3334,2803,4670
10077,3335,1795,3883
10078,3336,1769,4523
10079,3337,3193,5559
10080,3338,6429,657
10081,3339,5723,1085
10082,3340,5783,4517
10083,3341,1079,196
10084,3342,3630,4652
10085,3343,4762,3876
10086,3344,1147,3037
10087,3345,6566,2955
10088,3346,4942,3235
10089,3347,1474,6702
10090,3348,3230,3483
10091,3349,1136,6229
10092,3350,5496,3339
10093,3351,4861,387
10094,3352,5234,3477
10095,3353,4484,1476
10096,3354,2614,6108
10097,3355,3253,3272
10098,3356,74,5519
10099,3357,837,337
10100,3358,1237,2043
10101,3359,3360,4679
10102,3360,494,1393
10103,3361,6105,5230
10104,3362,688,4363
10105,3363,700,193
10106,3364,5425,4858
10107,3365,176,5868
10108,3366,3137,6036
10109,3367,3638,4447
10110,3368,237,4167
10111,3369,2509,291
10112,3370,1587,4584
10113,3371,156,4523
10114,3372,5058,5931
10115,3373,6582,5397
10116,3374,3116,3277
10117,3375,123,6232
10118,3376,1875,3672
10119,3377,4101,3866
10120,3378,466,1138
10121,3379,241,5213
10122,3380,6591,6046
10123,3381,3044,5893
10124,3382,5331,397
10125,3383,1103,3655
10126,3384,3600,29
10127,3385,4028,1056
10128,3386,2807,3894
10129,3387,1097,6729
10130,3388,58,5713
10131,3389,6376,2679
10132,3390,1093,1558
10133,3391,1225,4828
10134,3392,2807,3594
10135,3393,1431,6207
10136,3394,6554,5825
10137,3395,4854,648
10138,3396,4667,5505
10139,3397,2199,5701
10140,3398,5320,3628
10141,3399,809,4230
10142,3400,690,4072
10143,3401,2977,6117
10144,3402,1808,3695
10145,3403,5285,4632
10146,3404,2018,1991
10147,3405,5265,4755
10148,3406,814,5379
10149,3407,5907,654
10150,3408,1627,3793
10151,3409,1845,3140
10152,3410,1635,6146
10153,3411,6240,5546
10154,3412,2585,1075
10155,3413,2290,6356
10156,3414,920,2466
10157,3415,4042,5502
10158,3416,2011,916
10159,3417,5651,4303
10160,3418,5143,4610
10161,3419,3392,4353
10162,3420,5833,1030
10163,3421,4476,3494
10164,3422,4031,802
10165,3423,5383,248
10166,3424,567,625
10167,3425,3655,6270
10168,3426,897,386
10169,3427,152,599
10170,3428,800,2053
10171,3429,4204,6148
10172,3430,5543,4143
10173,3431,5314,2142
10174,3432,489,1072
10175,3433,4744,5861
10176,3434,2010,5388
10177,3435,2430,5242
10178,3436,3972,2877
10179,3437,5587,5694
10180,3438,2467,2764
10181,3439,5394,3674
10182,3440,3984,6522
10183,3441,5774,1578
10184,3442,1165,625
10185,3443,6185,1554
10186,3444,6318,3730
10187,3445,1634,3315
10188,3446,288,2353
10189,3447,5076,1608
10190,3448,1626,1338
10191,3449,4662,2378
10192,3450,2629,943
10193,3451,1763,6348
10194,3452,6472,6556
10195,3453,5688,1913
10196,3454,2249,1141
10197,3455,5508,6203
10198,3456,5006,5348
10199,3457,1498,3961
10200,3458,616,2038
10201,3459,1267,4613
10202,3460,399,5901
10203,3461,4174,3681
10204,3462,3498,4435
10205,3463,3177,5999
10206,3464,1810,5389
10207,3465,4026,4067
10208,3466,149,5204
10209,3467,4094,6551
10210,3468,6740,1827
10211,3469,1371,2102
10212,3470,2372,1823
10213,3471,695,4632
10214,3472,5710,5982
10215,3473,3357,1782
10216,3474,5632,569
10217,3475,3121,415
10218,3476,4430,2764
10219,3477,4409,5170
10220,3478,2879,1696
10221,3479,2990,2000
10222,3480,3156,1512
10223,3481,2116,5142
10224,3482,743,4249
10225,3483,20,2798
10226,3484,5150,2262
10227,3485,6027,6425
10228,3486,4216,3883
10229,3487,3304,3062
10230,3488,3215,3038
10231,3489,666,4775
