,anchor,positive,negative
12045,602,6048,2681
12046,602,6341,1696
12047,602,4672,132
12048,602,5137,5446
12049,602,4425,101
12050,602,3072,3420
12051,602,5088,2069
12052,602,5172,4510
12053,602,2824,6083
12054,602,4589,1367
12055,602,2744,5960
12056,602,3778,3533
12057,602,2985,4393
12058,602,2693,1574
12059,602,1010,3431
12060,603,4234,5232
12061,603,5190,4366
12062,603,2199,2996
12063,603,1254,3675
12064,603,6303,5963
12065,603,1853,4652
12066,603,2502,234
12067,603,4412,2368
12068,603,2047,639
12069,603,6139,4183
12070,603,5441,4179
12071,603,5724,4700
12072,603,1965,5062
12073,603,4429,3173
12074,603,2045,5124
12075,603,4367,6014
12076,603,214,5642
12077,603,975,3252
12078,603,1132,4260
12079,603,2984,2607
12080,604,2152,5747
12081,604,4705,1770
12082,604,1506,4239
12083,604,6259,2909
12084,604,3862,4850
12085,604,5365,3326
12086,604,6054,4084
12087,604,1464,2619
12088,604,4115,4118
12089,604,269,4831
12090,604,6573,6360
12091,604,1320,3535
12092,604,1779,2603
12093,604,3714,5836
12094,604,3381,4151
12095,604,1725,2631
12096,604,864,751
12097,604,175,5181
12098,604,6668,5767
12099,604,4862,4224
12100,605,2469,5662
12101,605,3725,709
12102,605,3356,2664
12103,605,4761,626
12104,605,3008,3752
12105,605,474,394
12106,605,5550,2446
12107,605,4705,5137
12108,605,1059,5840
12109,605,6651,5861
12110,605,1671,3610
12111,605,2610,1030
12112,605,4575,795
12113,605,3487,1078
12114,605,3904,239
12115,605,2565,959
12116,605,2084,941
12117,605,3730,5930
12118,605,6051,5752
12119,605,6653,572
12120,606,141,1651
12121,606,1510,4059
12122,606,389,5735
12123,606,5019,2754
12124,606,3033,3562
12125,606,3790,2715
12126,606,5136,3464
12127,606,2773,2287
12128,606,3046,1168
12129,606,5699,5196
12130,606,4109,6268
12131,606,2082,33
12132,606,938,1572
12133,606,650,2201
12134,606,1666,5354
12135,606,1782,4234
12136,606,1631,4669
12137,606,3780,6525
12138,606,6194,213
12139,606,485,2013
12140,607,3710,2973
12141,607,3562,2891
12142,607,4050,6105
12143,607,3162,1233
12144,607,5058,2425
12145,607,3255,2116
12146,607,3580,811
12147,607,6068,5092
12148,607,2164,3923
12149,607,463,4852
12150,607,5470,133
12151,607,2935,4537
12152,607,3822,3979
12153,607,3417,746
12154,607,3972,6610
12155,607,4855,398
12156,607,4165,3128
12157,607,4492,4045
12158,607,6645,2211
12159,607,5484,4977
12160,608,3417,4278
12161,608,2319,5951
12162,608,4347,4714
12163,608,816,3865
12164,608,100,643
12165,608,6698,494
12166,608,1465,1761
12167,608,6716,1391
12168,608,797,2664
12169,608,5933,1198
12170,608,2465,369
12171,608,4383,5738
12172,608,4073,4881
12173,608,2129,5432
12174,608,5661,3122
12175,608,6634,1426
12176,608,2739,2958
12177,608,6553,2484
12178,608,6403,6345
12179,608,3241,5244
12180,609,497,328
12181,609,3561,211
12182,609,6532,1896
12183,609,5535,4589
12184,609,624,4615
12185,609,2330,2240
12186,609,3171,2561
12187,609,5189,5524
12188,609,6631,6511
12189,609,806,2061
12190,609,3880,5314
12191,609,3159,1962
12192,609,6615,767
12193,609,640,5824
12194,609,5512,801
12195,609,5486,3878
12196,609,1388,3817
12197,609,1798,313
12198,609,1278,1029
12199,609,4944,3758
12200,610,5685,1888
12201,610,3538,287
12202,610,5531,5270
12203,610,5989,1068
12204,610,1861,4510
12205,610,2962,2223
12206,610,6338,1802
12207,610,1210,5195
12208,610,2193,4501
12209,610,1976,6737
12210,610,2160,2723
12211,610,1016,5016
12212,610,4665,520
12213,610,3784,6106
12214,610,1235,3625
12215,610,868,4218
12216,610,4832,6032
12217,610,746,4122
12218,610,137,1078
12219,610,5810,4584
12220,611,239,3741
12221,611,6741,1595
12222,611,3023,4689
12223,611,5364,2438
12224,611,741,6432
12225,611,5397,5805
12226,611,5219,526
12227,611,3822,700
12228,611,3560,3940
12229,611,4072,4748
12230,611,2195,5219
12231,611,2159,3843
12232,611,3710,576
12233,611,5596,267
12234,611,1248,4988
12235,611,5098,3643
12236,611,3205,21
12237,611,1765,3018
12238,611,4407,4598
12239,611,4925,6368
12240,612,6407,638
12241,612,217,5101
12242,612,1499,4242
12243,612,4507,836
12244,612,5334,5963
12245,612,23,2368
12246,612,5267,578
12247,612,4581,2768
12248,612,6644,893
12249,612,2156,1787
12250,612,1399,5130
12251,612,5046,5315
12252,612,5941,5634
12253,612,5560,3731
12254,612,4124,4264
12255,612,3870,960
12256,612,1131,6594
12257,612,3063,4308
12258,612,5428,3317
12259,612,6224,3716
12260,613,480,3117
12261,613,1212,2370
12262,613,100,1339
12263,613,4473,5638
12264,613,5953,3386
12265,613,136,2566
12266,613,3941,1787
12267,613,5667,6437
12268,613,1708,1143
12269,613,3958,6591
12270,613,2006,2134
12271,613,4223,1442
12272,613,636,2529
12273,613,6362,2431
12274,613,5207,6496
12275,613,774,5015
12276,613,3912,1715
12277,613,764,769
12278,613,2424,1424
12279,613,2849,1084
12280,614,435,4953
12281,614,5008,2084
12282,614,3639,270
12283,614,2873,143
12284,614,5540,3749
12285,614,5229,1227
12286,614,4929,1055
12287,614,5964,180
12288,614,1412,1467
12289,614,2504,3471
12290,614,3203,6226
12291,614,471,28
12292,614,2815,722
12293,614,4282,6716
12294,614,2016,2360
12295,614,4710,4557
12296,614,6470,4470
12297,614,53,3737
12298,614,1850,4582
12299,614,1658,5436
12300,615,6463,3045
12301,615,189,2873
12302,615,2810,3270
12303,615,1114,4660
12304,615,4625,1801
12305,615,6515,3163
12306,615,5493,6274
12307,615,3756,2596
12308,615,2262,3216
12309,615,5474,4940
12310,615,3013,4009
12311,615,2491,1161
12312,615,897,2130
12313,615,5094,1499
12314,615,5788,871
12315,615,1210,5324
12316,615,5342,970
12317,615,5937,6537
12318,615,5727,3477
12319,615,6314,4840
12320,616,1479,726
12321,616,5957,4631
12322,616,6398,2384
12323,616,3141,4164
12324,616,2964,4810
12325,616,3199,916
12326,616,942,6723
12327,616,3750,1460
12328,616,627,5046
12329,616,3466,1617
12330,616,614,5661
12331,616,2562,6540
12332,616,4788,3413
12333,616,4835,5121
12334,616,3474,1330
12335,616,1675,4908
12336,616,3095,5565
12337,616,3639,3714
12338,616,5293,6653
12339,616,2424,6231
12340,617,4062,4881
12341,617,3115,4829
12342,617,2468,5121
12343,617,3870,120
12344,617,4223,2339
12345,617,2865,153
12346,617,1339,5366
12347,617,5870,4037
12348,617,673,5611
12349,617,6301,3607
12350,617,5104,4945
12351,617,4920,6296
12352,617,3128,5579
12353,617,51,4017
12354,617,1684,5463
12355,617,809,5413
12356,617,3730,4292
12357,617,6190,2772
12358,617,207,6208
12359,617,2575,2327
12360,618,2586,3215
12361,618,1023,1168
12362,618,1323,6398
12363,618,3675,5410
12364,618,3375,1645
12365,618,6669,2408
12366,618,4922,3304
12367,618,2409,3929
12368,618,3027,3137
12369,618,5658,422
12370,618,2529,1385
12371,618,4913,4797
12372,618,2652,5092
12373,618,4183,1387
12374,618,5491,4156
12375,618,6594,5104
12376,618,4614,4369
12377,618,2210,6468
12378,618,2051,1282
12379,618,3330,4286
12380,619,1021,5710
12381,619,830,6338
12382,619,6215,1335
12383,619,5189,6491
12384,619,5704,3084
12385,619,5212,2420
12386,619,3628,3215
12387,619,541,5235
12388,619,1619,5726
12389,619,2081,4783
12390,619,4507,4191
12391,619,6245,2188
12392,619,6511,4475
12393,619,6058,3183
12394,619,2028,2375
12395,619,6335,3308
12396,619,4387,4279
12397,619,3492,3108
12398,619,981,5691
12399,619,1321,5566
12400,620,3659,5919
12401,620,4176,2480
12402,620,6484,189
12403,620,2921,5963
12404,620,4312,2370
12405,620,1045,3118
12406,620,5286,5622
12407,620,6491,675
12408,620,59,2234
12409,620,4064,6148
12410,620,312,3632
12411,620,1187,3799
12412,620,0,6146
12413,620,2679,6621
12414,620,914,5119
12415,620,1033,5472
12416,620,2787,4840
12417,620,3870,5620
12418,620,1472,3119
12419,620,6670,5096
12420,621,2344,6027
12421,621,2591,3631
12422,621,536,5516
12423,621,5159,313
12424,621,2006,3671
12425,621,2730,3890
12426,621,6608,2376
12427,621,2593,744
12428,621,906,2495
12429,621,2658,1796
12430,621,2971,1984
12431,621,1970,4209
12432,621,4000,2111
12433,621,5446,6237
12434,621,4422,1539
12435,621,5955,4425
12436,621,5193,3126
12437,621,3627,5195
12438,621,2805,2803
12439,621,4043,1171
12440,622,683,6059
12441,622,834,4994
12442,622,2508,4628
12443,622,5878,1472
12444,622,5534,923
12445,622,551,5336
12446,622,247,1660
12447,622,758,3190
12448,622,1434,2052
12449,622,6099,4141
12450,622,433,6030
12451,622,317,815
12452,622,4216,3436
12453,622,3462,1763
12454,622,378,2497
12455,622,1828,2179
12456,622,1641,2875
12457,622,1078,5791
12458,622,63,2807
12459,622,3623,6499
12460,623,2085,3740
12461,623,2339,4292
12462,623,4559,704
12463,623,3155,443
12464,623,1234,3276
12465,623,4832,857
12466,623,1710,1459
12467,623,3688,3196
12468,623,6197,980
12469,623,1167,670
12470,623,5612,3106
12471,623,1416,882
12472,623,293,5709
12473,623,1837,6536
12474,623,6701,336
12475,623,2695,2033
12476,623,1583,2405
12477,623,5399,6039
12478,623,5125,3959
12479,623,3893,3493
12480,624,2955,4164
12481,624,6037,240
12482,624,6710,3663
12483,624,5666,3932
12484,624,677,2999
12485,624,4876,157
12486,624,6507,4102
12487,624,2948,4953
12488,624,3934,5528
12489,624,5514,2811
12490,624,4242,2600
12491,624,3632,3456
12492,624,966,6617
12493,624,1419,893
12494,624,6547,5956
12495,624,195,4412
12496,624,3217,3655
12497,624,6725,6672
12498,624,6082,3489
12499,624,5339,4829
12500,625,1540,4999
12501,625,6051,495
12502,625,6543,290
12503,625,4579,3656
12504,625,687,4517
12505,625,1804,4447
12506,625,1194,5167
12507,625,2879,6355
12508,625,1510,5858
12509,625,2022,3768
12510,625,4405,2969
12511,625,3353,255
12512,625,4375,2929
12513,625,5873,2707
12514,625,2111,4728
12515,625,817,3456
12516,625,4199,4687
12517,625,4374,5674
12518,625,1036,4743
12519,625,2226,2318
12520,626,3898,4014
12521,626,889,6731
12522,626,2502,125
12523,626,3580,6081
12524,626,2270,5182
12525,626,3038,3709
12526,626,5709,1847
12527,626,1434,5948
12528,626,3048,2778
12529,626,5818,4814
12530,626,4378,4254
12531,626,1122,4997
12532,626,6343,4619
12533,626,3245,5651
12534,626,6233,6256
12535,626,3741,2039
12536,626,5746,140
12537,626,6552,3286
12538,626,479,120
12539,626,1851,3278
12540,627,1815,5420
12541,627,3552,3710
12542,627,1457,632
12543,627,1110,4876
12544,627,108,6065
12545,627,6047,62
12546,627,2075,2080
12547,627,3143,355
12548,627,840,3824
12549,627,3631,2541
12550,627,165,6159
12551,627,168,4279
12552,627,2145,1557
12553,627,5363,591
12554,627,4284,1497
12555,627,5426,4549
12556,627,2241,6428
12557,627,1030,2919
12558,627,5400,1160
12559,627,6591,4475
12560,628,6093,3397
12561,628,3559,889
12562,628,4068,842
12563,628,5575,3913
12564,628,6450,1738
12565,628,5119,2245
12566,628,6082,4513
12567,628,3468,325
12568,628,170,1988
12569,628,6689,2855
12570,628,42,3931
12571,628,3946,1404
12572,628,374,811
12573,628,3785,6382
12574,628,1433,2110
12575,628,6669,3711
12576,628,5099,5719
12577,628,898,1093
12578,628,4672,5475
12579,628,1089,4384
12580,629,4795,5668
12581,629,2269,3147
12582,629,2103,3294
12583,629,4008,2267
12584,629,367,17
12585,629,1189,5742
12586,629,6113,5063
12587,629,5244,5400
12588,629,2673,103
12589,629,1870,6621
12590,629,675,1127
12591,629,1335,3791
12592,629,1618,6334
12593,629,245,541
12594,629,6726,1827
12595,629,4398,6607
12596,629,3231,1646
12597,629,4733,4996
12598,629,4218,5465
12599,629,3290,1638
12600,630,799,4307
12601,630,1337,3452
12602,630,6704,290
12603,630,4745,1799
12604,630,379,4063
12605,630,1346,3616
12606,630,1207,2982
12607,630,6317,2139
12608,630,5586,5902
12609,630,5497,539
12610,630,4801,6053
12611,630,2138,4650
12612,630,3598,1371
12613,630,1803,3753
12614,630,6638,4782
12615,630,1969,6048
12616,630,2613,829
12617,630,1160,2585
12618,630,5959,5087
12619,630,1031,6175
12620,631,3783,4330
12621,631,4846,1118
12622,631,539,2418
12623,631,5116,2438
12624,631,896,1855
12625,631,1429,724
12626,631,5141,1539
12627,631,3189,4394
12628,631,2832,2878
12629,631,2253,752
12630,631,985,1166
12631,631,2242,1865
12632,631,5080,2041
12633,631,5548,5837
12634,631,6274,3709
12635,631,1572,2257
12636,631,3311,2895
12637,631,6330,484
12638,631,5737,3351
12639,631,4998,5731
12640,632,3424,4991
12641,632,744,5077
12642,632,595,521
12643,632,6326,5342
12644,632,5119,344
12645,632,44,3692
12646,632,390,2024
12647,632,286,5748
12648,632,3844,6136
12649,632,3687,3643
12650,632,5583,2794
12651,632,2762,298
12652,632,3395,421
12653,632,5693,1899
12654,632,3700,1304
12655,632,5530,4002
12656,632,6328,5186
12657,632,674,1423
12658,632,6052,3053
12659,632,6024,881
12660,633,3114,1588
12661,633,5188,3919
12662,633,2754,436
12663,633,2589,4872
12664,633,6226,1656
12665,633,1188,6450
12666,633,1482,5252
12667,633,355,1692
12668,633,5978,2443
12669,633,4500,2764
12670,633,5454,1324
12671,633,2780,4360
12672,633,2333,5318
12673,633,6098,809
12674,633,3595,4883
12675,633,415,5015
12676,633,3206,2651
12677,633,5161,1198
12678,633,12,3941
12679,633,4877,1985
12680,634,6052,1934
12681,634,3261,5385
12682,634,1173,5833
12683,634,6522,176
12684,634,6543,2732
12685,634,702,3173
12686,634,4971,6350
12687,634,5950,1419
12688,634,1151,3343
12689,634,6352,4939
12690,634,663,6643
12691,634,2779,1098
12692,634,5236,764
12693,634,1926,5174
12694,634,684,2449
12695,634,3750,219
12696,634,4916,5284
12697,634,4871,5108
12698,634,4237,2266
12699,634,3851,1033
12700,635,4768,2707
12701,635,1773,3614
12702,635,1715,3349
12703,635,5927,5536
12704,635,5685,2784
12705,635,4298,2116
12706,635,4808,2107
12707,635,3241,1454
12708,635,592,1674
12709,635,5926,2592
12710,635,5241,1209
12711,635,1384,2105
12712,635,380,3092
12713,635,3184,2367
12714,635,3481,5228
12715,635,3579,1374
12716,635,2690,5072
12717,635,5263,5744
12718,635,130,4618
12719,635,6667,2481
12720,636,2439,3956
12721,636,440,3585
12722,636,6031,2179
12723,636,1041,1179
12724,636,3408,5837
12725,636,3493,1019
12726,636,779,885
12727,636,2332,3318
12728,636,4715,6201
12729,636,4036,1037
12730,636,3735,38
12731,636,3089,5683
12732,636,772,4743
12733,636,3417,3134
12734,636,5524,258
12735,636,2350,4628
12736,636,2870,6199
12737,636,3592,266
12738,636,2550,1169
12739,636,6140,4560
12740,637,2914,728
12741,637,5896,927
12742,637,1405,5713
12743,637,5792,6061
12744,637,342,2404
12745,637,6198,1324
12746,637,2844,1616
12747,637,3529,1299
12748,637,29,2695
12749,637,5832,5727
12750,637,2739,2098
12751,637,3887,107
12752,637,5609,4105
12753,637,442,4249
12754,637,5091,3067
12755,637,5037,868
12756,637,2605,2737
12757,637,6451,3253
12758,637,1891,4805
12759,637,3882,4631
12760,638,3601,1554
12761,638,2449,5770
12762,638,5790,4231
12763,638,6089,5533
12764,638,2004,5206
12765,638,2397,3736
12766,638,6066,5327
12767,638,6189,5419
12768,638,6365,923
12769,638,3508,5290
12770,638,2580,2318
12771,638,5523,3989
12772,638,1336,6280
12773,638,3295,6629
12774,638,4102,525
12775,638,6426,3847
12776,638,5206,4111
12777,638,3039,569
12778,638,5926,5155
12779,638,128,2692
12780,639,1445,5272
12781,639,5927,2677
12782,639,6366,798
12783,639,5241,3403
12784,639,3052,1625
12785,639,606,6564
12786,639,2453,5363
12787,639,3420,838
12788,639,3025,5457
12789,639,2408,4642
12790,639,1607,377
12791,639,6242,6494
12792,639,964,418
12793,639,3201,3471
12794,639,5461,885
12795,639,4648,6185
12796,639,959,93
12797,639,4470,2612
12798,639,6602,4840
12799,639,51,4448
12800,640,4801,2322
12801,640,322,1589
12802,640,1629,4083
12803,640,3393,3628
12804,640,1723,3197
12805,640,5292,5574
12806,640,54,5337
12807,640,5880,987
12808,640,4441,3871
12809,640,6499,5040
12810,640,4243,1236
12811,640,860,6093
12812,640,1515,5596
12813,640,72,5016
12814,640,1298,5108
12815,640,2767,3820
12816,640,4801,1883
12817,640,4145,5104
12818,640,2550,4980
12819,640,24,1517
12820,641,4404,6393
12821,641,4223,3519
12822,641,6177,3679
12823,641,6183,3449
12824,641,1325,1713
12825,641,700,3176
12826,641,3744,5066
12827,641,2354,6109
12828,641,6481,4413
12829,641,4653,4247
12830,641,5692,4496
12831,641,1866,1696
12832,641,1439,5446
12833,641,5848,6479
12834,641,2110,4007
12835,641,333,464
12836,641,5512,5702
12837,641,3372,6482
12838,641,3657,1953
12839,641,2195,5333
12840,642,3637,1885
12841,642,6292,1182
12842,642,4354,2948
12843,642,85,5492
12844,642,3639,3804
12845,642,3600,2812
12846,642,77,1137
12847,642,3065,5351
12848,642,862,4185
12849,642,694,1813
12850,642,2064,5153
12851,642,5760,594
12852,642,6453,2420
12853,642,6107,407
12854,642,1546,798
12855,642,157,4751
12856,642,1617,386
12857,642,6596,4360
12858,642,2846,3727
12859,642,2644,3373
12860,643,4689,5811
12861,643,3726,1944
12862,643,2600,2150
12863,643,2785,1977
12864,643,5184,2336
12865,643,6135,4544
12866,643,4815,3868
12867,643,928,3344
12868,643,925,1214
12869,643,2063,2787
12870,643,6437,4747
12871,643,1301,4951
12872,643,5867,4146
12873,643,1832,1215
12874,643,5332,3485
12875,643,2079,2914
12876,643,1758,20
12877,643,1846,425
12878,643,4207,1346
12879,643,5407,6520
12880,644,2103,1444
12881,644,3674,2338
12882,644,1143,4713
12883,644,2836,2776
12884,644,3695,1748
12885,644,3616,2307
12886,644,3063,4931
12887,644,5102,2747
12888,644,2027,3957
12889,644,5155,5666
12890,644,1680,5712
12891,644,6397,2717
12892,644,4727,4514
12893,644,5395,1011
12894,644,4359,6579
12895,644,3495,1994
12896,644,3777,5586
12897,644,4381,3095
12898,644,4089,6601
12899,644,4251,1181
12900,645,3382,6386
12901,645,2374,4864
12902,645,632,130
12903,645,198,2122
12904,645,3591,3627
12905,645,3262,6051
12906,645,5302,3676
12907,645,1193,3656
12908,645,4400,5400
12909,645,408,1648
12910,645,5401,2607
12911,645,4355,5740
12912,645,6700,939
12913,645,412,358
12914,645,3556,5101
12915,645,2718,5748
12916,645,1238,4763
12917,645,2942,3856
12918,645,3263,4111
12919,645,5362,1125
12920,646,2942,4533
12921,646,1194,1759
12922,646,6292,3931
12923,646,2292,5887
12924,646,2229,4165
12925,646,2531,5307
12926,646,4749,2567
12927,646,3502,4468
12928,646,5055,4065
12929,646,78,3367
12930,646,1863,6118
12931,646,5802,2842
12932,646,6459,1480
12933,646,1192,6143
12934,646,6127,2568
12935,646,6663,5774
12936,646,6020,2808
12937,646,1672,705
12938,646,6164,1088
12939,646,1085,3096
12940,647,5597,2283
12941,647,5343,2034
12942,647,4919,4828
12943,647,293,5193
12944,647,1666,1432
12945,647,4378,6267
12946,647,3239,3144
12947,647,761,5224
12948,647,4573,6468
12949,647,703,3883
12950,647,5698,4011
12951,647,1515,6079
12952,647,4876,3741
12953,647,2862,4697
12954,647,2465,3408
12955,647,1638,5063
12956,647,3366,643
12957,647,3446,3744
12958,647,6048,3201
12959,647,3493,5137
12960,648,6388,4910
12961,648,4194,1004
12962,648,819,939
12963,648,2192,447
12964,648,5614,1476
12965,648,5667,4623
12966,648,3106,3799
12967,648,4481,2193
12968,648,3592,4955
12969,648,3266,1066
12970,648,6312,1083
12971,648,2993,1104
12972,648,933,3515
12973,648,5673,1558
12974,648,1633,2918
12975,648,2876,469
12976,648,3406,4398
12977,648,3453,1107
12978,648,4855,1275
12979,648,1769,5267
12980,649,943,2386
12981,649,1276,3278
12982,649,5074,4746
12983,649,1164,5727
12984,649,2991,1278
12985,649,2637,1495
12986,649,2482,5231
12987,649,261,781
12988,649,552,4951
12989,649,5323,1244
12990,649,1935,4109
12991,649,4908,508
12992,649,5698,0
12993,649,6667,1730
12994,649,4724,1104
12995,649,545,2411
12996,649,3926,2279
12997,649,3446,1397
12998,649,1627,6741
12999,649,3220,5212
13000,650,4671,5009
13001,650,6571,4845
13002,650,5117,2885
13003,650,2480,4303
13004,650,4228,5521
13005,650,5857,5166
13006,650,20,3384
13007,650,6319,2427
13008,650,6605,6506
13009,650,5026,6152
13010,650,226,222
13011,650,6695,4129
13012,650,4827,2077
13013,650,942,311
13014,650,2173,3226
13015,650,3589,3452
13016,650,4429,31
13017,650,1927,1285
13018,650,1215,4389
13019,650,4508,4308
13020,651,3262,3229
13021,651,2347,1147
13022,651,4036,755
13023,651,2229,4156
13024,651,2381,3490
13025,651,3220,2288
13026,651,4799,5642
13027,651,4390,3801
13028,651,1699,889
13029,651,1396,116
13030,651,1707,3365
13031,651,4749,2153
13032,651,5270,2580
13033,651,3870,819
13034,651,3932,3994
13035,651,2058,5586
13036,651,4764,3924
13037,651,759,1756
13038,651,3191,3284
13039,651,505,655
13040,652,3064,5823
13041,652,2438,1302
13042,652,5632,5872
13043,652,247,4522
13044,652,5676,5699
13045,652,1528,1720
13046,652,1577,1163
13047,652,1708,403
13048,652,663,579
13049,652,5954,492
13050,652,1751,2963
13051,652,328,2938
13052,652,5964,5118
13053,652,965,3156
13054,652,888,2768
13055,652,3173,1541
13056,652,5575,4740
13057,652,5386,3923
13058,652,494,6438
13059,652,2889,1754
13060,653,765,817
13061,653,784,905
13062,653,5412,4411
13063,653,4513,3628
13064,653,2767,1660
13065,653,2633,5458
13066,653,5354,2583
13067,653,2557,1470
13068,653,2761,4052
13069,653,4751,78
13070,653,6476,2667
13071,653,5523,2110
13072,653,3456,4792
13073,653,4581,4553
13074,653,611,6461
13075,653,284,3278
13076,653,3653,2064
13077,653,1079,6387
13078,653,3252,4711
13079,653,4920,5419
13080,654,861,2845
13081,654,3140,6316
13082,654,4736,178
13083,654,4035,3108
13084,654,4479,6477
13085,654,3897,2787
13086,654,3995,2301
13087,654,901,4619
13088,654,5448,3916
13089,654,799,625
13090,654,3788,620
13091,654,2291,5482
13092,654,4503,3500
13093,654,1075,4944
13094,654,6359,6425
13095,654,3559,263
13096,654,3959,6575
13097,654,6433,3348
13098,654,5330,804
13099,654,6098,2343
13100,655,5998,4065
13101,655,5597,4171
13102,655,6272,3575
13103,655,3703,1360
13104,655,3771,3830
13105,655,3647,541
13106,655,5635,3910
13107,655,6712,6060
13108,655,6579,2665
13109,655,1254,4451
13110,655,4702,1925
13111,655,2577,2424
13112,655,3040,5427
13113,655,6146,693
13114,655,4742,1613
13115,655,6256,4322
13116,655,1778,1664
13117,655,376,1565
13118,655,5245,3895
13119,655,947,3452
13120,656,81,4171
13121,656,2521,2132
13122,656,6589,2523
13123,656,6285,6047
13124,656,2797,1564
13125,656,4284,3629
13126,656,1805,2811
13127,656,2640,3081
13128,656,2249,1724
13129,656,1843,4610
13130,656,1473,120
13131,656,6348,5263
13132,656,6325,300
13133,656,1131,1085
13134,656,2273,427
13135,656,146,3903
13136,656,3028,4081
13137,656,690,2320
13138,656,1576,2062
13139,656,2928,5943
13140,657,3827,6234
13141,657,2547,863
13142,657,2466,5157
13143,657,3632,5782
13144,657,1715,6467
13145,657,5992,1310
13146,657,3820,1547
13147,657,5994,944
13148,657,4948,3598
13149,657,6497,3688
13150,657,5530,4568
13151,657,612,1983
13152,657,3039,3794
13153,657,5889,2003
13154,657,1633,3084
13155,657,777,275
13156,657,575,1574
13157,657,4685,4204
13158,657,4363,5220
13159,657,3943,2476
13160,658,3818,3425
13161,658,821,2364
13162,658,1429,2151
13163,658,3001,6445
13164,658,828,4779
13165,658,6283,3722
13166,658,3001,5875
13167,658,1435,528
13168,658,486,1602
13169,658,3352,3711
13170,658,5263,2924
13171,658,1647,4756
13172,658,1830,1911
13173,658,5021,1266
13174,658,2788,1638
13175,658,6710,5250
13176,658,4476,6486
13177,658,5644,364
13178,658,857,4009
13179,658,6547,2065
13180,659,3862,1970
13181,659,4190,2724
13182,659,2046,5631
13183,659,5269,836
13184,659,3095,1313
13185,659,3616,445
13186,659,152,3290
13187,659,146,4982
13188,659,2426,3106
13189,659,4039,1765
13190,659,1810,4399
13191,659,1771,5063
13192,659,4996,6116
13193,659,2016,4768
13194,659,5532,4971
13195,659,1619,3991
13196,659,3555,1475
13197,659,3381,2418
13198,659,4981,4877
13199,659,1003,824
13200,660,5283,2821
13201,660,4870,4270
13202,660,2826,4358
13203,660,5730,4850
13204,660,1972,684
13205,660,1525,4524
13206,660,5456,417
13207,660,1960,3221
13208,660,1043,5374
13209,660,5855,6516
13210,660,1426,1321
13211,660,379,174
13212,660,1274,6189
13213,660,1485,5846
13214,660,104,3149
13215,660,5312,4434
13216,660,2814,5564
13217,660,5803,692
13218,660,2081,2356
13219,660,2555,2721
13220,661,1070,5098
13221,661,4928,4022
13222,661,2989,1889
13223,661,802,260
13224,661,5485,5278
13225,661,6309,6372
13226,661,275,1446
13227,661,2757,2645
13228,661,6646,3989
13229,661,4411,4220
13230,661,1852,5530
13231,661,5699,4247
13232,661,217,2217
13233,661,3243,6300
13234,661,1016,1169
13235,661,2990,1300
13236,661,840,5957
13237,661,5063,209
13238,661,4009,2746
13239,661,6394,1881
13240,662,51,5987
13241,662,5672,4110
13242,662,212,1958
13243,662,2525,6685
13244,662,4284,6709
13245,662,1446,1335
13246,662,3498,4672
13247,662,4440,3145
13248,662,3956,5713
13249,662,1768,477
13250,662,4856,4833
13251,662,4260,3071
13252,662,4145,6570
13253,662,3211,1938
13254,662,6675,3833
13255,662,5358,429
13256,662,3962,3619
13257,662,5503,820
13258,662,3311,4369
13259,662,2098,3598
13260,663,2172,692
13261,663,3691,3943
13262,663,781,5885
13263,663,2424,6006
13264,663,2566,2410
13265,663,6672,2125
13266,663,579,2869
13267,663,5741,1578
13268,663,4330,1962
13269,663,6598,20
13270,663,3978,942
13271,663,3637,3813
13272,663,3298,524
13273,663,5706,1499
13274,663,5059,4269
13275,663,1699,5317
13276,663,649,659
13277,663,682,3501
13278,663,409,3955
13279,663,3651,1153
13280,664,1508,3404
13281,664,4265,6203
13282,664,5040,438
13283,664,3010,5730
13284,664,5735,2305
13285,664,1595,3916
13286,664,422,5102
13287,664,6413,4238
13288,664,4346,5812
13289,664,1036,48
13290,664,1955,2802
13291,664,5330,540
13292,664,1051,3814
13293,664,4630,4585
13294,664,3372,1508
13295,664,5902,6521
13296,664,2868,3397
13297,664,6487,5900
13298,664,6161,1709
13299,664,2653,1651
13300,665,400,5214
13301,665,3877,4550
13302,665,5785,5846
13303,665,3556,4792
13304,665,5273,1412
13305,665,2574,5428
13306,665,5148,2293
13307,665,199,336
13308,665,1911,407
13309,665,3254,1447
13310,665,5731,4190
13311,665,3944,832
13312,665,2541,2408
13313,665,4017,3237
13314,665,1328,4288
13315,665,3004,6504
13316,665,903,6590
13317,665,1467,212
13318,665,2115,3153
13319,665,3633,6110
13320,666,5568,749
13321,666,34,3043
13322,666,1519,3964
13323,666,1563,5909
13324,666,1102,4097
13325,666,6739,1979
13326,666,5110,305
13327,666,4104,5555
13328,666,5016,3433
13329,666,2144,358
13330,666,5815,3252
13331,666,1293,1925
13332,666,2215,869
13333,666,3305,4210
13334,666,5145,1656
13335,666,4508,5162
13336,666,4614,4359
13337,666,5880,6485
13338,666,198,5645
13339,666,2497,20
13340,667,1967,379
13341,667,4174,5159
13342,667,1947,1005
13343,667,703,4096
13344,667,3148,1607
13345,667,4929,1561
13346,667,754,4326
13347,667,6269,5569
13348,667,5354,1186
13349,667,619,4307
13350,667,2136,2394
13351,667,4926,558
